diff_id,language,perturbation,kind,applied,metric,score
868,py,whitespace_double,trivial,1,bleu,1.0000000000000004
868,py,whitespace_double,trivial,1,rougeL,1.0
868,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
868,py,trailing_period_flip,trivial,1,rougeL,1.0
868,py,synonym_swap,paraphrase,1,bleu,0.26084743001221455
868,py,synonym_swap,paraphrase,1,rougeL,0.6666666666666666
868,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
868,py,action_antonym,meaning_change,0,rougeL,1.0
877,py,whitespace_double,trivial,1,bleu,1.0000000000000004
877,py,whitespace_double,trivial,1,rougeL,1.0
877,py,trailing_period_flip,trivial,1,bleu,0.8633400213704508
877,py,trailing_period_flip,trivial,1,rougeL,1.0
877,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
877,py,synonym_swap,paraphrase,0,rougeL,1.0
877,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
877,py,action_antonym,meaning_change,0,rougeL,1.0
1000,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1000,py,whitespace_double,trivial,1,rougeL,1.0
1000,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
1000,py,trailing_period_flip,trivial,1,rougeL,1.0
1000,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1000,py,synonym_swap,paraphrase,0,rougeL,1.0
1000,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1000,py,action_antonym,meaning_change,0,rougeL,1.0
1037,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1037,py,whitespace_double,trivial,1,rougeL,1.0
1037,py,trailing_period_flip,trivial,1,bleu,0.9131007162822629
1037,py,trailing_period_flip,trivial,1,rougeL,1.0
1037,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1037,py,synonym_swap,paraphrase,0,rougeL,1.0
1037,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1037,py,action_antonym,meaning_change,0,rougeL,1.0
1089,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1089,py,whitespace_double,trivial,1,rougeL,1.0
1089,py,trailing_period_flip,trivial,1,bleu,0.866877899750182
1089,py,trailing_period_flip,trivial,1,rougeL,1.0
1089,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1089,py,synonym_swap,paraphrase,0,rougeL,1.0
1089,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1089,py,action_antonym,meaning_change,0,rougeL,1.0
1105,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1105,py,whitespace_double,trivial,1,rougeL,1.0
1105,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
1105,py,trailing_period_flip,trivial,1,rougeL,1.0
1105,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1105,py,synonym_swap,paraphrase,0,rougeL,1.0
1105,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1105,py,action_antonym,meaning_change,0,rougeL,1.0
1133,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1133,py,whitespace_double,trivial,1,rougeL,1.0
1133,py,trailing_period_flip,trivial,1,bleu,0.866877899750182
1133,py,trailing_period_flip,trivial,1,rougeL,1.0
1133,py,synonym_swap,paraphrase,1,bleu,0.8408964152537145
1133,py,synonym_swap,paraphrase,1,rougeL,0.8571428571428571
1133,py,action_antonym,meaning_change,1,bleu,0.8408964152537145
1133,py,action_antonym,meaning_change,1,rougeL,0.8571428571428571
1167,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1167,py,whitespace_double,trivial,1,rougeL,1.0
1167,py,trailing_period_flip,trivial,1,bleu,0.8824969025845958
1167,py,trailing_period_flip,trivial,1,rougeL,1.0
1167,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1167,py,synonym_swap,paraphrase,0,rougeL,1.0
1167,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1167,py,action_antonym,meaning_change,0,rougeL,1.0
1170,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1170,py,whitespace_double,trivial,1,rougeL,1.0
1170,py,trailing_period_flip,trivial,1,bleu,0.9391044157537529
1170,py,trailing_period_flip,trivial,1,rougeL,1.0
1170,py,synonym_swap,paraphrase,1,bleu,0.9351334836242394
1170,py,synonym_swap,paraphrase,1,rougeL,0.9
1170,py,action_antonym,meaning_change,1,bleu,0.9351334836242394
1170,py,action_antonym,meaning_change,1,rougeL,0.9
1216,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1216,py,whitespace_double,trivial,1,rougeL,1.0
1216,py,trailing_period_flip,trivial,1,bleu,0.9131007162822629
1216,py,trailing_period_flip,trivial,1,rougeL,1.0
1216,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1216,py,synonym_swap,paraphrase,0,rougeL,1.0
1216,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1216,py,action_antonym,meaning_change,0,rougeL,1.0
1229,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1229,py,whitespace_double,trivial,1,rougeL,1.0
1229,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
1229,py,trailing_period_flip,trivial,1,rougeL,1.0
1229,py,synonym_swap,paraphrase,1,bleu,0.8633400213704508
1229,py,synonym_swap,paraphrase,1,rougeL,0.8888888888888888
1229,py,action_antonym,meaning_change,1,bleu,0.8633400213704508
1229,py,action_antonym,meaning_change,1,rougeL,0.8888888888888888
1284,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1284,py,whitespace_double,trivial,1,rougeL,1.0
1284,py,trailing_period_flip,trivial,1,bleu,0.8091067115702206
1284,py,trailing_period_flip,trivial,1,rougeL,1.0
1284,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1284,py,synonym_swap,paraphrase,0,rougeL,1.0
1284,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1284,py,action_antonym,meaning_change,0,rougeL,1.0
1446,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1446,py,whitespace_double,trivial,1,rougeL,1.0
1446,py,trailing_period_flip,trivial,1,bleu,0.9036020036098446
1446,py,trailing_period_flip,trivial,1,rougeL,1.0
1446,py,synonym_swap,paraphrase,1,bleu,0.8931539818068699
1446,py,synonym_swap,paraphrase,1,rougeL,0.8888888888888888
1446,py,action_antonym,meaning_change,1,bleu,0.8931539818068699
1446,py,action_antonym,meaning_change,1,rougeL,0.8888888888888888
1557,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1557,py,whitespace_double,trivial,1,rougeL,1.0
1557,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
1557,py,trailing_period_flip,trivial,1,rougeL,1.0
1557,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1557,py,synonym_swap,paraphrase,0,rougeL,1.0
1557,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1557,py,action_antonym,meaning_change,0,rougeL,1.0
1625,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1625,py,whitespace_double,trivial,1,rougeL,1.0
1625,py,trailing_period_flip,trivial,1,bleu,0.8633400213704508
1625,py,trailing_period_flip,trivial,1,rougeL,1.0
1625,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1625,py,synonym_swap,paraphrase,0,rougeL,1.0
1625,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1625,py,action_antonym,meaning_change,0,rougeL,1.0
1779,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1779,py,whitespace_double,trivial,1,rougeL,1.0
1779,py,trailing_period_flip,trivial,1,bleu,0.9121679090703875
1779,py,trailing_period_flip,trivial,1,rougeL,1.0
1779,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1779,py,synonym_swap,paraphrase,0,rougeL,1.0
1779,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1779,py,action_antonym,meaning_change,0,rougeL,1.0
1820,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1820,py,whitespace_double,trivial,1,rougeL,1.0
1820,py,trailing_period_flip,trivial,1,bleu,0.9510699415570296
1820,py,trailing_period_flip,trivial,1,rougeL,1.0
1820,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
1820,py,synonym_swap,paraphrase,0,rougeL,1.0
1820,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
1820,py,action_antonym,meaning_change,0,rougeL,1.0
1898,py,whitespace_double,trivial,1,bleu,1.0000000000000004
1898,py,whitespace_double,trivial,1,rougeL,1.0
1898,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
1898,py,trailing_period_flip,trivial,1,rougeL,1.0
1898,py,synonym_swap,paraphrase,1,bleu,0.8633400213704508
1898,py,synonym_swap,paraphrase,1,rougeL,0.8571428571428571
1898,py,action_antonym,meaning_change,1,bleu,0.8633400213704508
1898,py,action_antonym,meaning_change,1,rougeL,0.8571428571428571
2003,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2003,py,whitespace_double,trivial,1,rougeL,1.0
2003,py,trailing_period_flip,trivial,1,bleu,0.9193227152249183
2003,py,trailing_period_flip,trivial,1,rougeL,1.0
2003,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2003,py,synonym_swap,paraphrase,0,rougeL,1.0
2003,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2003,py,action_antonym,meaning_change,0,rougeL,1.0
2199,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2199,py,whitespace_double,trivial,1,rougeL,1.0
2199,py,trailing_period_flip,trivial,1,bleu,0.866877899750182
2199,py,trailing_period_flip,trivial,1,rougeL,1.0
2199,py,synonym_swap,paraphrase,1,bleu,0.8408964152537145
2199,py,synonym_swap,paraphrase,1,rougeL,0.8571428571428571
2199,py,action_antonym,meaning_change,1,bleu,0.8408964152537145
2199,py,action_antonym,meaning_change,1,rougeL,0.8571428571428571
2204,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2204,py,whitespace_double,trivial,1,rougeL,1.0
2204,py,trailing_period_flip,trivial,1,bleu,0.8633400213704508
2204,py,trailing_period_flip,trivial,1,rougeL,1.0
2204,py,synonym_swap,paraphrase,1,bleu,0.8408964152537145
2204,py,synonym_swap,paraphrase,1,rougeL,0.875
2204,py,action_antonym,meaning_change,1,bleu,0.8408964152537145
2204,py,action_antonym,meaning_change,1,rougeL,0.875
2250,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2250,py,whitespace_double,trivial,1,rougeL,1.0
2250,py,trailing_period_flip,trivial,1,bleu,0.9200444146293236
2250,py,trailing_period_flip,trivial,1,rougeL,1.0
2250,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2250,py,synonym_swap,paraphrase,0,rougeL,1.0
2250,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2250,py,action_antonym,meaning_change,0,rougeL,1.0
2252,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2252,py,whitespace_double,trivial,1,rougeL,1.0
2252,py,trailing_period_flip,trivial,1,bleu,0.9355069850316181
2252,py,trailing_period_flip,trivial,1,rougeL,1.0
2252,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2252,py,synonym_swap,paraphrase,0,rougeL,1.0
2252,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2252,py,action_antonym,meaning_change,0,rougeL,1.0
2334,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2334,py,whitespace_double,trivial,1,rougeL,1.0
2334,py,trailing_period_flip,trivial,1,bleu,0.8187307530779823
2334,py,trailing_period_flip,trivial,1,rougeL,1.0
2334,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2334,py,synonym_swap,paraphrase,0,rougeL,1.0
2334,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2334,py,action_antonym,meaning_change,0,rougeL,1.0
2400,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2400,py,whitespace_double,trivial,1,rougeL,1.0
2400,py,trailing_period_flip,trivial,1,bleu,0.8408964152537145
2400,py,trailing_period_flip,trivial,1,rougeL,1.0
2400,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2400,py,synonym_swap,paraphrase,0,rougeL,1.0
2400,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2400,py,action_antonym,meaning_change,0,rougeL,1.0
2431,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2431,py,whitespace_double,trivial,1,rougeL,1.0
2431,py,trailing_period_flip,trivial,1,bleu,0.8091067115702206
2431,py,trailing_period_flip,trivial,1,rougeL,1.0
2431,py,synonym_swap,paraphrase,1,bleu,0.7598356856515927
2431,py,synonym_swap,paraphrase,1,rougeL,0.8333333333333334
2431,py,action_antonym,meaning_change,1,bleu,0.7598356856515927
2431,py,action_antonym,meaning_change,1,rougeL,0.8333333333333334
2451,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2451,py,whitespace_double,trivial,1,rougeL,1.0
2451,py,trailing_period_flip,trivial,1,bleu,0.8187307530779823
2451,py,trailing_period_flip,trivial,1,rougeL,1.0
2451,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2451,py,synonym_swap,paraphrase,0,rougeL,1.0
2451,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2451,py,action_antonym,meaning_change,0,rougeL,1.0
2599,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2599,py,whitespace_double,trivial,1,rougeL,1.0
2599,py,trailing_period_flip,trivial,1,bleu,0.89483931681437
2599,py,trailing_period_flip,trivial,1,rougeL,1.0
2599,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2599,py,synonym_swap,paraphrase,0,rougeL,1.0
2599,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2599,py,action_antonym,meaning_change,0,rougeL,1.0
2701,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2701,py,whitespace_double,trivial,1,rougeL,1.0
2701,py,trailing_period_flip,trivial,1,bleu,0.9193227152249183
2701,py,trailing_period_flip,trivial,1,rougeL,1.0
2701,py,synonym_swap,paraphrase,1,bleu,0.6703420896351792
2701,py,synonym_swap,paraphrase,1,rougeL,0.8461538461538461
2701,py,action_antonym,meaning_change,1,bleu,0.6703420896351792
2701,py,action_antonym,meaning_change,1,rougeL,0.8461538461538461
2702,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2702,py,whitespace_double,trivial,1,rougeL,1.0
2702,py,trailing_period_flip,trivial,1,bleu,0.9391044157537529
2702,py,trailing_period_flip,trivial,1,rougeL,1.0
2702,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2702,py,synonym_swap,paraphrase,0,rougeL,1.0
2702,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2702,py,action_antonym,meaning_change,0,rougeL,1.0
2760,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2760,py,whitespace_double,trivial,1,rougeL,1.0
2760,py,trailing_period_flip,trivial,1,bleu,0.9253911813809742
2760,py,trailing_period_flip,trivial,1,rougeL,1.0
2760,py,synonym_swap,paraphrase,1,bleu,0.9193227152249183
2760,py,synonym_swap,paraphrase,1,rougeL,0.9090909090909091
2760,py,action_antonym,meaning_change,1,bleu,0.9193227152249183
2760,py,action_antonym,meaning_change,1,rougeL,0.9090909090909091
2820,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2820,py,whitespace_double,trivial,1,rougeL,1.0
2820,py,trailing_period_flip,trivial,1,bleu,0.8931539818068699
2820,py,trailing_period_flip,trivial,1,rougeL,1.0
2820,py,synonym_swap,paraphrase,0,bleu,1.0000000000000004
2820,py,synonym_swap,paraphrase,0,rougeL,1.0
2820,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2820,py,action_antonym,meaning_change,0,rougeL,1.0
2822,py,whitespace_double,trivial,1,bleu,1.0000000000000004
2822,py,whitespace_double,trivial,1,rougeL,1.0
2822,py,trailing_period_flip,trivial,1,bleu,0.8801117367933934
2822,py,trailing_period_flip,trivial,1,rougeL,1.0
2822,py,synonym_swap,paraphrase,1,bleu,0.6606328636027612
2822,py,synonym_swap,paraphrase,1,rougeL,0.8571428571428571
2822,py,action_antonym,meaning_change,0,bleu,1.0000000000000004
2822,py,action_antonym,meaning_change,0,rougeL,1.0
