diff_id,language,gen_intent,nli_signed_gold→gen_intent,nli_signed_diff→gen_intent,gen_content,nli_signed_gold→gen_content,nli_signed_diff→gen_content,gen_baseline,nli_signed_gold→gen_baseline,nli_signed_diff→gen_baseline
2189,cpp,Update ImGui style colors for dark and light themes.,0.021741145756095648,0.7535800603218377,The diff changes the colors used in the ImGui style for the dark and light color schemes.,0.0014510455075651407,0.8801997657865286,Update ImGui style colors for dark and light themes.,0.021741187432780862,0.7535800603218377
2297,cpp,Update pruning blockchain settings and add reindex options.,-0.0007731029763817787,0.8943968198727816,"The diff changes the default value of the ""prune"" argument in the ""SetupServerArgs"" function, from 0 to 1, and adds two new arguments: ""reindex""",-0.0031605598342139274,0.9305208215955645,Update blockchain pruning and reindexing options.,0.02280210331082344,0.8543747924268246
2427,cpp,Add album cover image to music library.,0.8844661880284548,0.838716437574476,The diff changes the code in the MusicDatabase.cpp file to add an album cover image to the album items.,0.05049462034367025,0.49544700887054205,Refactor GetAlbumsByWhere() in MusicDatabase.cpp.,-0.1453841459006071,0.1315836925059557
2472,cpp,Update shadow map texture name to use a consistent naming convention.,0.0032935129129327834,0.24398721754550934,The diff changes the name of a texture used for shadow mapping in the code.,0.008980739017715678,0.820550337433815,Refactor: Renamed CachedShadowMap to ShadowMapCached and updated texture creation.,0.03127794712781906,0.3388475999236107
2737,cpp,Infer 'dynamic' for variables and accessors.,-0.011231943964958191,0.9372787959873676,The diff changes the behavior of the `inferDynamic` function in the `TypeChecker` class. It adds a new `if` statement to check if the function is a class member,-0.00034808641066774726,0.011631274595856667,Infer 'dynamic' for class members and add 'dynamic' attribute.,-0.268854764290154,0.11520847678184509
2909,cpp,"""Refactor SDLState initialization to use std::thread""",0.007496212609112263,0.09567975625395775,"Changes the implementation of the SDLState class, specifically the constructor and the poll_thread member variable.",0.2044411227107048,0.1320269845891744,Refactor SDLState constructor to use std::thread.,-0.0017269225791096687,0.12010174989700317
3002,cpp,Update driver output mode based on command-line options.,0.6867671234067529,0.7698869034647942,The diff changes the way the `OutputMode` is determined based on the command-line arguments passed to the compiler.,-0.0008167829364538193,0.10489754378795624,Update driver output mode handling,0.9829776636324823,0.3955293223261833
3149,cpp,Add debug visualization of keypoints to SimpleBlobDetector::detectImpl.,0.039242231752723455,0.9543896103277802,The diff adds a debug window to display keypoints in the SimpleBlobDetector::detectImpl function.,0.0032610874623060226,0.9685328609775752,Add debug visualization for keypoints in SimpleBlobDetector::detectImpl,0.027829365571960807,0.960089486790821
3169,cpp,Update font import plugin to use correct file extension.,0.054152527591213584,0.07980852946639061,"The diff changes the file extension of a font file from "".fnt"" to "".fnt"" in the `EditorFontImportDialog` class.",0.021116639487445354,0.5009955801069736,Fix font import plugin to handle file extension correctly.,-0.02817206084728241,0.04177799075841904
3229,cpp,Fix reference count issue in CGUIPythonWindow::OnAction and CGUIPythonWindow::OnMessage.,-0.1264554774388671,0.014148611575365067,The diff changes the reference count of the `pCallbackWindow` member variable in the `CGUIPythonWindow` class.,0.0034037745208479464,0.18086927384138107,Refactor: Improve Python callback handling in XBMC.,0.005139247281476855,0.2066791169345379
3431,cpp,"""Refactor send_transaction() and send_transaction_large() to use a transaction object instead of a raw buffer""",-0.7683006576262414,0.0212872177362442,"The diff changes the way the `send_transaction` function is defined, by removing the `code` and `action` parameters and adding a new `receiver` parameter. It also changes",-0.009097895585000515,0.03608446568250656,"""Refactor test_transaction functions to improve readability and reduce code duplication""",-0.878480187151581,0.02208353439345956
3519,cpp,"""Refactor player configuration to use modern C++ features""",0.0075926873832941055,-0.02447571698576212,"The diff changes the way the player values are read and saved in the configuration file. The old code reads the values from the configuration file using the `QSettings` class, while the new code",0.00024052243679761887,-0.02764572948217392,Refactor player configuration settings to use a more modern and efficient approach.,0.03548795357346535,0.03123963624238968
3745,cpp,Update TBD validation mode based on compiler invocation and target platform.,0.19530714815482497,0.8736997661180794,Changes the behavior of the `validateTBDIfNeeded` function in the `FrontendTool` class.,-0.043794574681669474,0.6349434470757842,Update TBD validation mode in FrontendTool.cpp.,-0.06203302927315235,0.4930916167795658
3892,cpp,"""Fix CUDA context leak in GPU transpose""",-0.0967702865600586,-0.04360325634479523,"The diff changes the code to use the CUDA Driver API to create and manage multiple GPU contexts, and to execute a calculation on each GPU in parallel using the `parallel_for_",0.14683245541527867,0.019710581749677658,"""Fix CUDA driver API error handling and add context destruction""",-0.7724161725491285,0.03856841428205371
3948,cpp,Add horizontal scroll mode to data table and query result table view.,-0.2539872005581856,0.9141371920704842,Changes the scroll mode of a QTableWidget and a QTreeView to ScrollPerPixel.,0.010307924589142203,0.7957627065479755,Add horizontal scroll mode to data table and query result table view.,-0.2539901901036501,0.9141371920704842
4117,cpp,Remove redundant stores based on load availability.,0.2259397655725479,0.9856266328715719,The diff changes the code to remove redundant stores by checking if the loaded value is available in the load list and if the destination address is the same as the loaded address.,0.03514108993113041,0.9707869237754494,Remove redundant stores using load-store forwarding.,0.8288010153919458,0.9880645889497828
4183,cpp,Update RPC help for getpeerinfo to include connection_type and deprecate banscore.,0.0009767450828803703,0.5907024126499891,The diff changes the output of the `getpeerinfo` RPC command by adding a new field `connection_type` and changing the type of the `startingheight` field.,0.0026400205679237843,0.8793047205545008,Update RPC help for getpeerinfo to include connection type and ban score.,0.0024984217016026378,0.8152649058029056
4287,cpp,Add conditional breakpoint action to the GUI.,0.6908470941707492,0.8965635746717453,The diff changes the implementation of the `makeCommandAction` function in the `MainWindow` class.,0.0008789888815954328,0.6853301492519677,"Add conditional breakpoint to ""TraceIntoConditional"" action.",0.053754306863993406,0.8206627462059259
4475,cpp,"Update icon images for ""thumb"" and ""fanart"" in CGUIDialogVideoInfo::OnGetArt and CGUIDialogVideoInfo::OnGetFanart.",-0.5568481348454952,0.9437943792436272,"The diff changes the image used for the ""None"" option in the ""Thumb"" and ""Fanart"" sections of the ""Video Info"" dialog.",-0.00590069405734539,0.6744469618424773,Update GUIDialogVideoInfo to use DefaultPicture.png for fanart and thumb.,4.1600316762924194e-05,0.37763485684990883
4496,cpp,Update path validation for Linux and Xbox.,-0.04230238334275782,0.7790386532433331,"The diff changes the behavior of the `validatePath` function, which was previously only useful for Linux and the Xbox, to now also work on Windows and the Xbox.",0.0026462458772584796,0.6395491533912718,"""Fix slash problems in XBMC module""",-0.9789187258575112,0.6713363351300359
4538,cpp,Update notifications manager to use new quiet hours API.,-0.007391283928882331,0.021188750863075256,"The diff changes the implementation of a function called ""useQuietHoursRegistryEntry"" which was previously defined as a boolean value, but now it is defined as a function that returns a",0.033821930177509785,0.8914639027789235,Update notifications manager to use new quiet hours API.,-0.007391283928882331,0.021188750863075256
4759,cpp,"""Fix round-tripping of DBRefs""",-0.5967232584953308,-0.46934254467487335,"The diff changes the code to use the `DBPointer` type instead of the `DBRef` type in the `bson` method, and to use the `DBRef` type instead",-0.8928806805051863,-0.7648370265960693,"""Fix round-tripping of DBRefs and DBPointers""",0.8388830572366714,-0.15284880995750427
4859,cpp,"""Refactor DataDistributionTracker to use SafeAccessor instead of GetTracker""",0.06560618430376053,0.12734003085643053,The diff changes the implementation of the `trackShardBytes` method in the `DataDistributionTracker` class. The original implementation uses a `GetTracker` functor to access,-0.003128169570118189,0.09066462516784668,"""Refactor DataDistributionTracker to use SafeAccessor instead of GetTracker""",0.06560618430376053,0.12734003085643053
4883,cpp,"""Add support for window.xml parameter in TranslateSingleString""",0.07221803069114685,-0.28975968062877655,"The diff changes the code by adding new variables and functions, and modifying existing ones. It also adds new functionality to the code, such as the ability to handle new types of window and control properties",0.0012441359285730869,0.16326263872906566,"""Add support for new window properties""",0.5219933250918984,-0.14786189794540405
4905,cpp,Update wait times for replica queue and log processing.,0.033871496096253395,0.8793596611358225,"The diff changes the way the StorageReplicatedMergeTree class waits for events, specifically the wait() method, from tryWait() with a timeout to wait() with no timeout.",-0.0016462845960631967,0.0773671381175518,Refactor: Improve performance of StorageReplicatedMergeTree by reducing unnecessary waits.,-0.2349759191274643,0.22871829755604267
5010,cpp,Fix unhandled conditional requirements in getMemberForBaseType.,0.0035777203738689423,0.5417019035667181,The diff changes the code in the `getMemberForBaseType` function by removing an `assert` statement and adding a `return` statement.,0.001950762583874166,0.7970604011788964,Fix static Type getMemberForBaseType() method in AST/Type.cpp.,-0.1132756951265037,0.39282919466495514
5032,cpp,"""Update field offset vector for class metadata""",-0.026159271597862244,0.8777251876890659,"The diff changes the implementation of the `emitInitializeMetadata` function in the `IRGen` module. The function now takes an additional `isVWTMutable` parameter, which is used",0.001174392644315958,0.15324658155441284,"""Fix static field offset vector initialization in IRGen""",-0.5526638198643923,0.03791332244873047
5150,cpp,Update spin control labels with localized strings.,0.11001059412956238,0.4772420972585678,"The diff changes the way the ""replace"" variable is used in the code, from using it as a string to using it as a boolean.",-0.6364829912781715,0.3820495530962944,Refactor GUIDialogAddonSettings::CreateControls to use std::string replace.,-0.830092077376321,0.5161372451111674
5271,cpp,Refactor TaichiLLVMContext constructor to use llvm::ExitOnError.,-0.15139117371290922,0.04395252466201782,The diff changes the code in the file taichi_llvm_context.cpp by removing a return statement and adding three new lines of code.,0.00012945666094310582,0.20748834032565355,Refactor TaichiLLVMContext constructor and add LLVM initialization.,-0.07975115347653627,0.1534714698791504
5391,cpp,Fix scrollbar size calculation in CalcSizeAutoFit().,0.032674529240466654,-0.06831525266170502,"The diff changes the calculation of the size of a window when it is auto-sized, adding a scrollbar and adjusting the size accordingly.",0.723723019938916,0.7192414128221571,Fix scrollbar size calculation in CalcSizeAutoFit().,0.032674529240466654,-0.06831525266170502
5400,cpp,Update SVMImpl class to support >= 2 classes.,0.009328776970505714,0.3151562660932541,"The diff changes the condition for the if statement in the function ""SVMImpl::read"" from ""class_count > 2"" to ""class_count >= 2"".",-0.011799143627285957,0.18527401983737946,Update SVM implementation to support multi-class classification.,0.06812066398561001,0.13615309447050095
5424,cpp,Refactor RowLoader::process to emit fetched event for all rows.,0.020834923314396292,0.23663927614688873,The diff changes the behavior of the `process` method in the `RowLoader` class by removing a line of code that emits a signal.,0.01239321194589138,0.5515853436663747,Refactor RowLoader::process to emit fetched event.,0.02673525220598094,0.745607253164053
5436,cpp,Add for loop to drop collections in sharded output.,-0.5067155584692955,0.7945997273782268,Adds a for loop to drop collections in a set of servers.,-0.7914719134569168,0.977821743581444,Add for loop to drop collections in shardedOutputCollection.,-0.8385259304195642,0.8017386336578056
5697,cpp,Add new SIL pass options for printing and verifying the SIL before and after each pass.,-0.28073014924302697,0.36665310245007277,"The diff changes the behavior of the SILPassManager::runFunctionPasses() function by adding three new options: SILPrintBefore, SILPrintAfter, and SILPrintAr",0.004092399263754487,0.09656673762947321,"Add SILPrintBefore, SILPrintAfter, and SILPrintAround options to the SILPassManager.",0.0007530000293627381,0.2040776910725981
5898,cpp,Refactor JSON parser to use pre-allocated buffer.,0.09854166861623526,0.37908724043518305,The diff changes the memory allocation and deallocation of a buffer in a JSON parser.,0.05178419221192598,0.9323039429727942,Refactor JSON parser to use pre-allocated buffer.,0.09854166861623526,0.37908724043518305
5971,cpp,Update prior for sparse linear kernel.,0.08796751499176025,0.8937935479916632,"The diff changes the inclusion of the ""map"" header file and adds a new function called ""test_prior_sparse"" which uses the ""sparse_linear_kernel"" class",0.003186490561347455,0.8310494726756588,Update sparse linear kernel to use map instead of vector for sparse features.,-0.49582138378173113,0.17720841523259878
6385,cpp,Update CrystalHD.cpp to use NV12 format on Windows.,0.13532319106161594,0.017719552852213383,Changes the condition for copying a picture buffer as NV12 format in the CMPCOutputThread class.,-0.015810225158929825,0.835651554283686,Update CrystalHD.cpp for Windows compatibility.,0.11250115931034088,0.02817944623529911
6547,cpp,Add support for System.Drawing.Imaging.,-0.9661764206830412,0.2289649397134781,"The diff changes the code to use the `System.Drawing.Imaging` namespace, which is not used in the original code. It also adds two new methods: `BitmapToMat`",-0.0019297963008284569,0.41587452590465546,"""Add support for System.Drawing.Imaging namespace""",-0.9751255817245692,-0.3348309248685837
6584,cpp,Fix race condition in shutdown handling.,-0.018429101444780827,0.09330470114946365,Adds an if statement to check if the server is shutting down before starting a new request.,0.12989145109895617,0.9029912235710071,Fix race condition in DBResponse::startRequest(),0.00045940838754177094,-0.07300703227519989
6610,cpp,"""Update DocumentSourceCursor::serialize() to include explain information""",0.26774085871875286,-0.09134072065353394,The diff changes the code in the `DocumentSourceCursor` class to add an `extractInfo` function that extracts information from a `TypeExplain` object and returns it as a `,0.012898148503154516,0.19062994420528412,"""Fix issue with DocumentSourceCursor serialization for explain""",0.0065596625208854675,-0.25656288117170334
6723,cpp,Update import statements to use generated file names.,0.05727794021368027,0.7704333765432239,The diff changes the import statement in the JsGenerator class to use a prefixed import path based on the file name.,0.011123821488581598,0.8807220351882279,Refactor: Improve import path generation for generated files.,-0.1924271211028099,0.41101172333583236
6840,cpp,Refactor coercion of SuperRefExpr to refine type and avoid derived-to-base conversion.,0.19809307157993317,0.7286482458002865,The diff changes the type of a SuperRefExpr from a subclass to a superclass.,-0.010404052445665002,0.6288379281759262,Refactor coercion of SuperRefExpr to improve type refinement.,0.37650343775749207,0.5593987181782722
7422,cpp,Refactor Rss splitter state to use consistent naming convention.,0.16174004646018147,0.25254298001527786,Changes the name of a variable and its corresponding getter and setter functions in a Qt5 application.,0.004596026847139001,0.49151894822716713,Refactor Rss splitter state methods to use consistent naming convention.,0.06587856914848089,0.2901945002377033
7572,cpp,Add visual debug hint for material effect search.,0.66440674290061,0.9532303954474628,"The diff adds a new else block to the GetEffectId function, which checks if the effect ID is valid and logs a warning if it is not.",0.01973880094010383,0.3484053364954889,Fix material effects search in XML file.,-0.020042451098561287,0.148267962038517
7590,cpp,Add PIE support for Linux targets.,-0.6301199264125898,0.0036998987197875977,"The diff changes the invocation of the linker on Linux to include the ""-pie"" option.",-0.20454125478863716,0.669578404398635,Add PIE support for Linux targets.,-0.6301199264125898,0.0036998987197875977
7640,cpp,"""Emit local variable with cleanup for uninitialized temporary""",-0.4062007460743189,0.8923545870929956,"The diff changes the code to use a new class called `LocalVariableInitialization` to initialize a local variable, and to use a new method called `emitLocalVariableWithCleanup`",-0.0616649619769305,0.20682222489267588,Refactor local variable initialization and deallocation.,0.04712078347802162,0.5500413831323385
8146,cpp,Fix canDeleteForEveryone() to allow revoke for media messages.,-0.36169542372226715,0.31972581520676613,The diff changes the behavior of the `canDeleteForEveryone` method in the `HistoryItem` class.,0.0024823180865496397,0.8792961060535163,Fix bug in HistoryItem::canDeleteForEveryone(),0.00014655524864792824,0.023002299363724887
8290,cpp,"""Update EmbeddingBag native function to handle empty bags correctly""",-0.8334619365632534,0.05723003204911947,The diff changes the implementation of the `apply_bag_size` function in the `EmbeddingBag` class. The original implementation uses `at::max` to compute the maximum value,-0.0012623663060367107,0.00441359356045723,"""Fix EmbeddingBag backward pass to handle empty bags correctly""",-0.3683335408568382,0.5702558434568346
8313,cpp,"""Reset start offset of this item if necessary""",0.6216354370117188,0.9897024977835827,The diff changes the start offset of an item in a playlist.,0.7971128467470407,0.8311363157117739,Refactor PlayListPlayer::Play to reset start offset of item.,0.33508310676552355,0.9570010704919696
8360,cpp,Refactor: Instrumenter::transformDeferStmt to handle implicit defer statements.,0.01354021206498146,0.45103246718645096,The diff changes the implementation of the `transformDeferStmt` function.,0.06874067522585392,0.7997956965118647,Refactor: Instrumenter class and transformDeferStmt method.,-0.25691742449998856,0.605852629058063
8386,cpp,"Fix popup frame key handling to close window on ESC, ENTER, and ENTER_PAD.",-0.044234976172447205,0.35614521941170096,The diff changes the behavior of the `onProcessMessage` function in the `PopupFrame` class.,0.0012213864974910393,0.7253746245987713,Fix issue with popup frame message processing.,0.5365266697481275,0.5414695334620774
8509,cpp,"""Fix OpenCL buffer allocation and deallocation""",-0.7450793702155352,-0.10780318826436996,The diff changes the way the OpenCL buffer is created and mapped in the code. The original code creates the buffer with the `clCreateBuffer` function and then maps it with the `cl,9.949132800102234e-05,0.2731044739484787,"""Fix OpenCL buffer pool memory allocation""",-0.9942845471668988,-0.29891597479581833
8543,cpp,"""Add support for C++11 rvalue references and move semantics in GenericValue""",0.011876820004545152,0.24283109977841377,"The diff changes the code to add support for C++11 move semantics, specifically for the `Value` class in the RapidJSON library.",-0.013869255781173706,0.11800748854875565,Add support for C++11 rvalue references and move semantics in RapidJSON.,-0.4593079900369048,0.34571431763470173
8735,cpp,Add message to indicate importing blocks.,0.9866618413943797,0.9859504804189783,The diff changes the code in the `AppInit2` function to add a message to the user interface when the `-loadblock` command line argument is specified.,0.018427054048515856,0.8507831914466806,Add message to display while importing blocks.,0.9893356764805503,0.9645154565805569
8875,cpp,Update reorder pinned logic to account for opened folder.,0.0399792455136776,0.9808814314019401,The diff changes the implementation of the `updateReorderPinned` method in the `InnerWidget` class.,0.001960454508662224,0.8095348016358912,Update reorder pinned logic in dialogs_inner_widget.cpp.,0.018467264715582132,0.974117363919504
8886,cpp,Add debug counter for resource allocation.,-0.5226824916899204,0.9819965537171811,The diff adds a debug statement that measures the time it takes to allocate resources.,-0.5085226828232408,0.07061407156288624,Add debug statement to allocate resources.,0.03166351839900017,0.9820527713745832
8924,cpp,"""Refactor semaFuncExpr to use a new function validateAndConsumeFunctionTypeAttributes""",0.04564598575234413,0.011971058323979378,"The diff changes the function `semaFuncExpr` in the `DeclChecker` class, which is responsible for checking the attributes of a function declaration. The function now takes a `",0.017463471740484238,0.41427262127399445,"""Refactor: Consolidate function type attribute validation and consumption""",0.17724845744669437,0.1257204981520772
8982,cpp,"""Refactor: Prepare archetype callee for indirect calls""",0.2183011770248413,0.34401459619402885,The diff changes the implementation of the `prepareArchetypeCallee` function in the `SILGenApply` module. The function now uses a new class called `Archet,0.04167649708688259,0.44883648306131363,Refactoring: Improve performance by using lowered addresses for indirect calls.,0.009741594549268484,0.1555996686220169
9058,cpp,Update instance check for Stringish and Awaitable classes.,0.0210226490162313,0.8322019670158625,"The diff changes the name of a constant string from ""HH\Awaitable"" to ""Stringish"" and adds a new if statement to check if the string is ""Stringish"" before",0.006117470562458038,0.14528129622340202,Update instance check for Stringish and Awaitable classes.,0.021022604312747717,0.8322019670158625
9122,cpp,Fix incorrect loop iteration in DVDTSCorrection.cpp.,-0.43604480288922787,-0.028878211975097656,"Changes the type of the variable ""i"" from ""int"" to ""size_t"" in a for loop.",-0.18641388532705605,0.9628762734355405,Fix incorrect frame duration calculation in DVDTSCorrection.cpp.,-0.18067770823836327,0.06147316098213196
9196,cpp,Update subtitle file paths to redact sensitive information.,0.12499410100281239,0.542860634624958,"The diff changes the path of a subtitle file in a vector, and adds a redacted version of the path to the log.",-0.016760224476456642,0.8311905218288302,Update subtitle file paths for privacy.,0.17979003908112645,0.046357616782188416
9568,cpp,Add OStreamWrapper class for testing PrettyWriter with generic PutN() function.,-0.00036463490687310696,0.9147494018543512,The diff adds a new class `OStreamWrapper` and a new test case for the `PrettyWriter` class.,-0.293292592279613,0.2739663776010275,Add OStreamWrapper class for PrettyWriter test.,-0.9882710141246207,0.9331665177014656
9827,cpp,Add LLVM Statistic for Constraint Solver.,-0.026758648455142975,-0.08103787899017334,"The diff adds an include statement for ""llvm/ADT/Statistic.h"" and defines a new variable ""NumDiscardedSolutions"" for tracking the number of solutions disc",0.033926982374396175,0.4231833405792713,Add LLVM Statistic for Constraint Solver.,-0.026758739724755287,-0.08103787899017334
9868,cpp,"""Update BBState to track MemLocations and update GenKillSet""",0.13081951066851616,0.4101700186729431,"The diff changes the implementation of a data structure called ""BBState"" in the GlobalDeadStoreElimination pass of the SIL compiler.",0.0006048088471288793,0.7081473097205162,"""Update global dead store elimination to use bit vectors for memory locations""",0.0987575352191925,-0.18294862285256386
9873,cpp,Update ACTOR Future getActivePrimaryDC to use READ_SYSTEM_KEYS instead of ACCESS_SYSTEM_KEYS.,-0.6160033717751503,0.11346681974828243,Changes the access mode of a transaction to read system keys.,0.003796335542574525,0.9379797406727448,Update ACTOR Future getActivePrimaryDC() method.,-0.5616543963551521,0.6860140785574913
9934,cpp,Refactor transaction participant prepare and commit methods to handle fail points.,0.009329060092568398,0.33153775334358215,"The diff changes the way the `prepareTransaction` and `commitPreparedTransaction` methods handle exceptions, by crashing instead of returning an error.",-0.5254300097003579,0.6891451422125101,Refactor transaction participant prepare and commit methods to handle fail points.,0.00932895578444004,0.33153775334358215
9952,cpp,"Add if statement to check if process class is ClusterController and if so, call monitorLeader instead of clusterController.",-0.4461665457347408,0.4079384580254555,"The diff changes the behavior of the `clusterController` function in the `Worker` actor, adding a new condition to determine whether to call `monitorLeader` or `clusterController",-0.0006144708022475243,0.2982178367674351,Add if statement to check if process class is ClusterController and add error handling for NeverAssign.,-0.7622146250214428,0.9247508160769939
10103,cpp,"Update confirmation box to include ""Pin for other"" option.",-0.023831964703276753,0.37623637542128563,The diff changes the code to add a new checkbox to the confirmation box.,0.025064639747142792,0.4689880916848779,Update confirm box to include pinning for other users.,-0.12465430749580264,0.4799913316965103
10309,cpp,Fix assertion for totalAvailableOutputSurfaces > 0 in ConfigVDPAU.,-0.11988220736384392,0.18819648027420044,The diff changes the code in the CVDPAU::ConfigVDPAU function by removing an assert statement and adding two new lines of code.,0.020863867830485106,0.43299129139631987,Fix assertion in CVDPAU::ConfigVDPAU().,-0.2637069970369339,0.08527365326881409
10454,cpp,Fix playlist player stopping issue by resetting current item and stopping playing if necessary.,0.14482074684929103,0.8834174219082342,The diff changes the code in the OnMessage function to reset the current item in the playlist and stop playing if the playlist player has stopped.,0.01468053791904822,0.9139933223486878,Fix playlist player stop issue in XBMC.,0.005708566081011668,0.5242595203453675
10504,cpp,Update contact friction based on velocity and slope climb.,-0.0022024326026439667,0.8671887260861695,"The diff changes the condition for calling the `Awake` method on a collider, and adds a new friction calculation based on the velocity and slope climb.",-0.15471194742713124,0.21107096690684557,Improve collision detection and response for living entities.,-0.12494345754384995,0.12215813808143139
10728,cpp,"Adjust bottom panel height for ""Expand Bottom Dock"" icon.",0.004224945208989084,0.9962242170440732,The diff changes the minimum size of a HBoxContainer in the bottom panel of the editor.,-0.0029746098443865776,0.6712379175005481,Add custom minimum size to bottom panel HBoxContainer.,0.04936066083610058,0.8925792237278074
10742,cpp,"""Refactor auxiliary data and global invariants for testing support""",-0.8984169783070683,0.4422299265861511,"The diff changes the code to use a custom deterministic schedule (DSchedCustom) for testing atomic operations, specifically the atomic_add operation. The code adds a new class (Atomic",-0.0034712576307356358,-0.03812941163778305,"""Refactoring auxiliary data and global invariants for testing support in DeterministicSchedule""",0.050304973497986794,0.9211038500070572
10964,cpp,Refactor verifyAttrOperatorSerializable and verifyAttrTypeSerializable to verifyAttrSerializable.,0.06611406803131104,-0.06598427891731262,"The diff changes the name of a function from ""verifyAttrOperatorSerializable"" to ""verifyAttrSerializable"" and adds a new function called ""verifyAttrSerializable"".",0.058774412609636784,-0.3774152621626854,Refactor verifyAttrSerializable to use a single switch statement for all attribute kinds.,-0.7701094038784504,-0.05949973687529564
11034,cpp,Detect internet connection by checking for existence of www.google.com and fallback to www.w3.org if not found.,-0.0010921478969976306,0.9267330615548417,The diff changes the URL used in the IsInternet() function to detect internet connectivity.,0.24647092795930803,0.8464933466166258,Fix detection of internet connection.,0.10739928483963013,0.8526193173602223
11091,cpp,Update music navigation window with new directory and filter.,0.12082945834845304,0.8775860106106848,The diff changes the code in the `CGUIWindowMusicNav` class to update the list of files in the music library.,0.0025789794308366254,0.5080725164152682,Update music navigation window to display files.,0.217668651137501,0.8493571486324072
